timestamp,patients_arrived,ambulance_arrivals,patients_waiting,patients_treated,beds_total,beds_occupied,beds_available,doctors_available,nurses_available,support_staff_available,average_wait_time,average_treatment_time,admissions,discharges,arrival_rate_per_hour,treatment_rate_per_hour,bed_occupancy_rate,staff_capacity_score,congestion_score,high_congestion_next_60min
2026-09-03 06:45,3,0,0,3,70,44,26,9,16,6,20.6,39.5,0,0,10,10,0.6286,0.55,17.9,0
2026-09-03 07:00,1,0,0,1,70,43,27,14,25,10,19.3,38.6,0,1,9,9,0.6143,0.8683,11.8,0
2026-09-03 07:15,3,0,0,3,70,44,26,13,26,10,17.4,37.8,1,0,10,10,0.6286,0.86,11.9,0
2026-09-03 07:30,4,1,0,4,70,43,27,14,26,11,15.7,37.5,0,1,11,11,0.6143,0.9,9.8,0
2026-09-03 07:45,10,1,4,6,70,44,26,13,27,10,18.9,38.2,1,0,18,14,0.6286,0.875,16.4,0
2026-09-03 08:00,4,1,0,8,70,45,25,15,27,11,17.1,39.3,2,1,21,21,0.6429,0.9383,12.5,0
2026-09-03 08:15,3,0,0,3,70,44,26,13,28,9,16.4,38.6,0,1,21,21,0.6286,0.8733,12.0,0
2026-09-03 08:30,4,1,0,4,70,44,26,14,27,11,15.2,38.4,1,1,21,21,0.6286,0.915,11.2,0
2026-09-03 08:45,2,0,0,2,70,43,27,13,28,11,15.6,38.4,1,2,13,17,0.6143,0.9067,8.1,0
2026-09-03 09:00,3,0,0,3,70,42,28,14,26,10,14.9,38.4,0,1,12,12,0.6,0.8833,9.2,0
2026-09-03 09:15,7,1,0,7,70,42,28,15,27,10,16.1,38.1,1,1,16,16,0.6,0.9217,8.7,0
2026-09-03 09:30,4,1,0,4,70,42,28,14,28,10,14.9,37.9,1,1,16,16,0.6,0.9133,8.7,0
2026-09-03 09:45,6,1,0,6,70,43,27,13,28,10,14.0,37.5,2,1,20,20,0.6143,0.89,10.5,0
2026-09-03 10:00,5,1,0,5,70,41,29,15,27,10,14.0,37.5,1,3,22,22,0.5857,0.9217,8.9,0
2026-09-03 10:15,5,1,0,5,70,41,29,13,26,11,13.4,36.6,1,1,20,20,0.5857,0.8767,9.0,0
2026-09-03 10:30,10,1,1,9,70,40,30,13,27,10,14.5,36.4,2,3,26,25,0.5714,0.875,10.6,0
2026-09-03 10:45,4,0,0,5,70,38,32,15,26,10,14.1,35.3,1,3,24,24,0.5429,0.9067,7.1,0
2026-09-03 11:00,10,1,1,9,70,38,32,15,25,10,14.2,35.3,1,1,29,28,0.5429,0.8917,9.5,0
2026-09-03 11:15,3,0,0,4,70,38,32,13,30,12,14.1,35.2,1,1,27,27,0.5429,0.9533,7.7,0
2026-09-03 11:30,8,1,0,8,70,38,32,13,26,10,13.1,34.9,2,2,25,26,0.5429,0.86,7.3,0
2026-09-03 11:45,8,1,0,8,70,38,32,14,26,11,12.7,35.0,2,2,29,29,0.5429,0.9,8.6,0
2026-09-03 12:00,5,0,0,5,70,37,33,12,26,11,12.4,35.2,1,2,24,25,0.5286,0.8533,6.3,0
2026-09-03 12:15,6,1,0,6,70,36,34,15,25,11,12.4,34.8,2,3,27,27,0.5143,0.9083,6.2,0
2026-09-03 12:30,12,1,3,9,70,35,35,14,27,10,13.5,35.7,2,3,31,28,0.5,0.8983,8.9,0
2026-09-03 12:45,9,1,2,10,70,34,36,15,28,11,14.2,35.6,1,2,32,30,0.4857,0.9533,7.3,0
2026-09-03 13:00,7,1,0,9,70,34,36,13,29,11,13.0,35.7,2,2,34,34,0.4857,0.9217,6.3,0
2026-09-03 13:15,6,1,0,6,70,33,37,14,25,10,12.7,35.2,1,2,34,34,0.4714,0.8683,6.7,0
2026-09-03 13:30,3,0,0,3,70,30,40,14,27,11,12.9,34.7,0,3,25,28,0.4286,0.915,2.0,0
2026-09-03 13:45,6,1,0,6,70,30,40,14,27,9,12.4,34.2,2,2,22,24,0.4286,0.8817,1.6,0
2026-09-03 14:00,3,0,0,3,70,28,42,14,26,11,11.8,33.2,0,2,18,18,0.4,0.9,1.8,0
2026-09-03 14:15,5,0,0,5,70,27,43,13,27,12,12.1,33.0,1,2,17,17,0.3857,0.9083,1.7,0
2026-09-03 14:30,10,1,0,10,70,29,41,13,28,9,13.3,32.5,3,1,24,24,0.4143,0.8733,3.9,0
2026-09-03 14:45,10,1,0,10,70,29,41,14,27,11,13.4,33.3,2,2,28,28,0.4143,0.915,4.4,0
2026-09-03 15:00,9,1,0,9,70,28,42,11,22,8,12.1,33.3,2,3,34,34,0.4,0.72,8.8,0
2026-09-03 15:15,5,0,0,5,70,26,44,11,24,8,12.9,33.4,1,3,34,34,0.3714,0.75,8.4,0
2026-09-03 15:30,7,1,0,7,70,25,45,12,21,8,11.7,34.0,2,3,31,31,0.3571,0.7283,7.9,0
2026-09-03 15:45,9,1,1,8,70,25,45,12,24,9,13.4,34.6,1,1,30,29,0.3571,0.79,7.5,0
2026-09-03 16:00,8,1,0,9,70,27,43,12,23,8,13.0,34.7,3,1,29,29,0.3857,0.7583,6.9,0
2026-09-03 16:15,9,1,1,8,70,28,42,11,22,9,13.4,34.8,2,1,33,32,0.4,0.7367,9.1,0
2026-09-03 16:30,7,0,0,8,70,29,41,13,23,8,14.0,35.1,3,2,33,33,0.4143,0.7817,7.7,0
2026-09-03 16:45,4,0,0,4,70,28,42,12,24,9,13.7,34.4,1,2,28,29,0.4,0.79,5.4,0
2026-09-03 17:00,7,0,0,7,70,30,40,13,26,9,14.7,34.6,2,0,27,27,0.4286,0.8433,5.1,0
2026-09-03 17:15,6,0,0,6,70,31,39,13,22,8,15.1,34.1,2,1,24,25,0.4429,0.7667,4.6,0
2026-09-03 17:30,7,0,0,7,70,31,39,13,22,7,13.1,33.9,1,1,24,24,0.4429,0.75,5.7,0
2026-09-03 17:45,10,1,1,9,70,32,38,11,23,8,12.4,33.6,3,2,30,29,0.4571,0.735,8.3,0
2026-09-03 18:00,9,1,3,7,70,33,37,12,22,9,12.8,33.5,2,1,32,29,0.4714,0.76,10.0,0
2026-09-03 18:15,10,1,6,7,70,34,36,12,23,10,15.5,33.6,2,1,36,30,0.4857,0.7917,16.2,0
2026-09-03 18:30,8,0,4,10,70,36,34,14,24,9,16.1,33.8,3,1,37,33,0.5143,0.8367,14.1,0
2026-09-03 18:45,14,1,10,8,70,35,35,13,23,8,20.3,35.1,1,2,41,32,0.5,0.7817,26.5,0
2026-09-03 19:00,6,0,7,9,70,36,34,13,24,7,19.2,36.2,2,1,38,34,0.5143,0.78,19.6,0
2026-09-03 19:15,7,0,7,7,70,38,32,13,23,9,20.2,36.3,2,0,35,34,0.5429,0.7983,18.3,0
2026-09-03 19:30,10,1,9,8,70,37,33,12,23,8,20.3,36.1,1,2,37,32,0.5286,0.7583,23.7,0
2026-09-03 19:45,9,1,9,9,70,38,32,12,24,8,22.5,35.9,2,1,32,33,0.5429,0.7733,19.3,0
2026-09-03 20:00,12,1,15,6,70,40,30,12,24,7,27.2,34.8,2,0,38,30,0.5714,0.7317,38.2,0
2026-09-03 20:15,10,1,18,7,70,41,29,11,25,8,30.6,35.5,2,1,41,30,0.5857,0.72,46.6,0
2026-09-03 20:30,8,1,17,9,70,41,29,12,25,9,34.1,35.8,1,1,39,31,0.5857,0.765,44.1,1
2026-09-03 20:45,9,1,19,7,70,41,29,12,22,9,38.0,36.1,2,2,39,29,0.5857,0.71,50.2,1
2026-09-03 21:00,7,1,19,7,70,43,27,11,23,8,40.2,36.0,2,0,34,30,0.6143,0.675,47.5,1
2026-09-03 21:15,11,1,21,9,70,45,25,13,23,9,41.7,36.0,2,0,35,32,0.6429,0.7183,50.7,1
2026-09-03 21:30,13,1,26,8,70,47,23,13,23,9,45.2,36.6,3,1,40,31,0.6714,0.6833,65.4,1
2026-09-03 21:45,11,1,30,7,70,48,22,11,23,10,50.7,37.0,2,1,42,31,0.6857,0.6283,73.1,1
2026-09-03 22:00,10,1,33,7,70,50,20,11,23,8,56.2,37.6,3,1,45,31,0.7143,0.57,80.6,1
2026-09-03 22:15,10,1,34,9,70,51,19,13,22,8,61.4,37.9,2,1,44,31,0.7286,0.5917,82.8,1
2026-09-03 22:30,7,1,32,9,70,51,19,13,23,8,64.5,38.8,2,2,38,32,0.7286,0.6167,76.8,1
2026-09-03 22:45,4,0,27,9,70,52,18,13,23,8,63.9,38.7,2,1,31,34,0.7429,0.6367,68.2,1
2026-09-03 23:00,5,0,27,5,70,51,19,7,16,6,64.9,39.2,1,2,26,32,0.7286,0.3633,69.9,1
2026-09-03 23:15,4,0,24,7,70,52,18,8,16,5,66.3,39.2,1,0,20,30,0.7429,0.38,66.1,0
2026-09-03 23:30,1,0,20,5,70,53,17,7,17,6,66.0,40.0,1,0,14,26,0.7571,0.4033,62.2,0
2026-09-03 23:45,2,0,17,5,70,53,17,8,17,5,66.1,40.0,2,2,12,22,0.7571,0.425,59.0,0
2026-09-04 00:00,3,0,16,4,70,52,18,8,17,7,65.3,40.4,1,2,10,21,0.7429,0.4683,56.6,0
2026-09-04 00:15,1,0,13,4,70,51,19,8,15,6,64.1,41.0,0,1,7,18,0.7286,0.4417,53.2,0
2026-09-04 00:30,1,0,11,3,70,51,19,7,16,6,63.0,41.5,1,1,7,16,0.7286,0.4433,51.3,0
2026-09-04 00:45,1,0,9,3,70,50,20,7,16,5,61.0,41.6,0,1,6,14,0.7143,0.4417,48.1,0
2026-09-04 01:00,3,0,7,5,70,51,19,8,16,6,56.9,41.0,2,1,6,15,0.7286,0.4867,44.4,0
2026-09-04 01:15,1,0,6,2,70,51,19,7,15,7,55.3,41.0,0,0,6,13,0.7286,0.47,42.9,0
2026-09-04 01:30,0,0,2,4,70,51,19,9,18,6,47.8,40.8,0,0,5,14,0.7286,0.565,35.1,0
2026-09-04 01:45,3,0,0,5,70,50,20,8,15,6,41.7,41.0,0,1,7,16,0.7143,0.5117,32.1,0
2026-09-04 02:00,1,0,0,1,70,50,20,8,16,7,35.4,40.7,1,1,5,12,0.7143,0.5433,28.6,0
2026-09-04 02:15,3,0,0,3,70,51,19,8,16,7,31.0,40.9,1,0,7,13,0.7286,0.5383,27.4,0
2026-09-04 02:30,2,0,0,2,70,50,20,9,16,6,27.3,40.7,0,1,9,11,0.7143,0.55,24.6,0
2026-09-04 02:45,4,0,0,4,70,50,20,8,16,6,24.9,41.2,0,0,10,10,0.7143,0.5267,25.4,0
2026-09-04 03:00,3,0,0,3,70,50,20,9,17,5,21.9,41.0,1,1,12,12,0.7143,0.5483,23.6,0
2026-09-04 03:15,2,0,0,2,70,50,20,8,17,6,21.3,41.1,1,1,11,11,0.7143,0.5417,23.4,0
2026-09-04 03:30,0,0,0,0,70,50,20,9,17,6,21.7,40.8,0,0,9,9,0.7143,0.565,23.3,0
2026-09-04 03:45,1,0,0,1,70,51,19,9,15,6,20.2,40.7,1,0,6,6,0.7286,0.53,23.9,0
2026-09-04 04:00,2,0,0,2,70,50,20,8,17,7,20.3,40.0,0,1,5,5,0.7143,0.5583,22.7,0
2026-09-04 04:15,5,1,1,4,70,50,20,8,18,6,22.6,39.7,1,1,8,7,0.7143,0.5517,24.7,0
2026-09-04 04:30,2,0,0,3,70,50,20,7,18,7,21.5,39.2,1,1,10,10,0.7143,0.55,23.4,0
2026-09-04 04:45,1,0,0,1,70,49,21,8,16,7,21.7,39.4,0,1,10,10,0.7,0.5433,22.8,0
2026-09-04 05:00,1,0,0,1,70,48,22,7,18,6,21.4,38.5,0,1,9,9,0.6857,0.5333,21.9,0
2026-09-04 05:15,6,1,2,4,70,47,23,9,18,6,23.3,39.9,1,2,10,9,0.6714,0.58,22.1,0
2026-09-04 05:30,2,0,0,4,70,49,21,7,17,5,21.5,39.8,2,0,10,10,0.7,0.5017,23.3,0
2026-09-04 05:45,1,0,0,1,70,48,22,7,17,5,22.4,40.0,0,1,10,10,0.6857,0.5017,22.9,0
2026-09-04 06:00,3,0,0,3,70,47,23,7,16,6,22.0,39.3,0,1,12,12,0.6714,0.5033,21.8,0
2026-09-04 06:15,3,0,0,3,70,49,21,7,17,6,20.2,39.8,2,0,9,11,0.7,0.5183,20.9,0
2026-09-04 06:30,8,1,3,5,70,50,20,8,16,6,22.9,39.4,2,1,15,12,0.7143,0.5117,27.0,0
2026-09-04 06:45,4,1,0,7,70,50,20,9,16,7,21.3,39.6,1,1,18,18,0.7143,0.5667,23.1,0
2026-09-04 07:00,7,1,0,7,70,50,20,14,27,10,19.3,39.4,1,1,22,22,0.7143,0.8983,18.4,0
2026-09-04 07:15,3,0,0,3,70,50,20,13,28,11,17.5,38.9,0,0,22,22,0.7143,0.9067,17.4,0
2026-09-04 07:30,1,0,0,1,70,50,20,14,26,12,17.0,38.7,1,1,15,18,0.7143,0.9167,14.4,0
2026-09-04 07:45,6,1,0,6,70,51,19,15,27,10,15.9,38.2,2,1,17,17,0.7286,0.9167,16.3,0
2026-09-04 08:00,5,1,0,5,70,49,21,13,26,11,14.4,39.2,1,3,15,15,0.7,0.8767,15.2,0
2026-09-04 08:15,4,1,0,4,70,48,22,13,28,10,14.3,38.3,1,2,16,16,0.6857,0.89,14.1,0
2026-09-04 08:30,1,0,0,1,70,47,23,13,29,10,13.9,37.9,1,2,16,16,0.6714,0.905,13.1,0
2026-09-04 08:45,9,1,1,8,70,47,23,14,27,11,14.5,37.4,2,2,19,18,0.6714,0.915,14.0,0
2026-09-04 09:00,4,1,0,5,70,48,22,15,27,11,13.4,37.0,2,1,18,18,0.6857,0.9383,13.7,0
2026-09-04 09:15,4,1,0,4,70,47,23,14,26,10,14.6,36.9,1,2,18,18,0.6714,0.8833,13.4,0
2026-09-04 09:30,1,0,0,1,70,45,25,14,26,10,15.8,36.5,0,2,18,18,0.6429,0.8833,11.7,0
2026-09-04 09:45,10,1,1,9,70,45,25,14,27,11,14.7,36.8,1,1,19,19,0.6429,0.915,11.5,0
2026-09-04 10:00,4,0,0,5,70,44,26,14,25,10,14.8,35.9,1,2,19,19,0.6286,0.8683,11.4,0
2026-09-04 10:15,9,1,1,8,70,43,27,14,28,12,16.3,36.1,1,2,24,23,0.6143,0.9467,12.0,0
2026-09-04 10:30,8,1,0,9,70,44,26,14,27,9,14.9,35.8,3,2,31,31,0.6286,0.8817,14.4,0
2026-09-04 10:45,9,1,0,9,70,44,26,13,27,8,14.2,36.3,1,1,30,31,0.6286,0.8417,14.0,0
2026-09-04 11:00,5,1,0,5,70,43,27,13,26,9,13.8,35.4,0,1,31,31,0.6143,0.8433,14.2,0
2026-09-04 11:15,8,1,2,6,70,43,27,13,26,9,14.9,35.4,2,2,30,29,0.6143,0.8433,14.7,0
2026-09-04 11:30,4,0,0,6,70,43,27,13,27,11,14.0,35.0,2,2,26,26,0.6143,0.8917,12.1,0
2026-09-04 11:45,8,1,0,8,70,43,27,14,27,10,14.6,34.7,2,2,25,25,0.6143,0.8983,11.7,0
2026-09-04 12:00,11,1,2,9,70,42,28,13,28,10,15.8,35.0,1,2,31,29,0.6,0.89,14.2,0
2026-09-04 12:15,6,1,0,8,70,41,29,15,28,10,14.7,35.3,1,2,29,31,0.5857,0.9367,9.2,0
2026-09-04 12:30,8,1,0,8,70,40,30,14,28,10,13.5,35.4,1,2,33,33,0.5714,0.9133,11.1,0
2026-09-04 12:45,6,1,0,6,70,39,31,15,28,9,13.8,35.3,1,2,31,31,0.5571,0.92,9.7,0
2026-09-04 13:00,8,1,0,8,70,38,32,15,27,10,13.9,35.8,2,3,28,30,0.5429,0.9217,6.4,0
2026-09-04 13:15,5,0,0,5,70,38,32,13,27,10,13.8,36.1,1,1,27,27,0.5429,0.875,8.4,0
2026-09-04 13:30,8,1,1,7,70,38,32,14,25,10,14.1,36.5,2,2,27,26,0.5429,0.8683,9.3,0
2026-09-04 13:45,7,1,0,8,70,37,33,13,27,11,14.2,35.2,2,3,28,28,0.5286,0.8917,7.6,0
2026-09-04 14:00,5,0,0,5,70,36,34,14,27,9,13.5,35.7,1,2,25,25,0.5143,0.8817,6.0,0
2026-09-04 14:15,6,0,0,6,70,36,34,15,25,11,13.5,35.7,2,2,26,26,0.5143,0.9083,5.9,0
2026-09-04 14:30,9,1,0,9,70,36,34,14,29,12,12.8,35.8,2,2,27,28,0.5143,0.9617,5.3,0
2026-09-04 14:45,9,1,0,9,70,36,34,14,25,11,12.2,35.0,1,1,29,29,0.5143,0.885,7.1,0
2026-09-04 15:00,10,1,2,8,70,36,34,11,23,8,14.2,35.0,2,2,34,32,0.5143,0.735,12.2,0
2026-09-04 15:15,9,1,4,7,70,35,35,11,24,9,14.7,35.5,2,3,37,33,0.5,0.7667,14.2,0
2026-09-04 15:30,11,1,7,8,70,35,35,12,23,9,17.4,35.9,2,2,39,32,0.5,0.775,20.5,0
2026-09-04 15:45,7,1,7,7,70,35,35,11,24,10,19.0,35.4,2,2,37,30,0.5,0.7833,20.6,0
2026-09-04 16:00,7,0,5,9,70,34,36,12,23,9,19.5,35.1,2,3,34,31,0.4857,0.775,14.3,0
2026-09-04 16:15,5,0,2,8,70,34,36,12,23,8,19.6,35.1,2,2,30,32,0.4857,0.7583,7.7,0
2026-09-04 16:30,11,1,4,9,70,36,34,13,22,8,18.7,36.2,3,1,30,33,0.5143,0.7667,9.8,0
2026-09-04 16:45,8,1,4,8,70,36,34,11,22,8,19.7,34.7,2,2,31,34,0.5143,0.72,11.2,0
2026-09-04 17:00,11,1,6,9,70,38,32,12,23,8,20.8,34.4,2,0,35,34,0.5429,0.7583,18.2,0
2026-09-04 17:15,13,1,12,7,70,40,30,11,20,9,24.1,34.5,2,0,43,33,0.5714,0.6967,36.5,0
2026-09-04 17:30,10,1,14,8,70,40,30,13,23,8,27.9,35.3,1,1,42,32,0.5714,0.7617,39.3,0
2026-09-04 17:45,9,1,15,8,70,41,29,13,25,8,30.3,35.7,1,0,43,32,0.5857,0.7817,42.7,0
2026-09-04 18:00,16,1,23,8,70,41,29,12,22,8,36.5,36.0,2,2,48,31,0.5857,0.6733,58.8,0
2026-09-04 18:15,7,0,20,10,70,43,27,14,24,9,37.7,36.2,3,1,42,34,0.6143,0.7717,50.6,1
2026-09-04 18:30,11,1,22,9,70,43,27,11,24,9,40.6,36.7,2,2,43,35,0.6143,0.6917,55.0,1
2026-09-04 18:45,8,2,22,8,70,44,26,12,23,10,43.0,36.8,2,1,42,35,0.6286,0.7117,56.0,1
2026-09-04 19:00,16,4,29,9,70,44,26,12,23,8,46.2,37.4,2,2,42,36,0.6286,0.6433,63.5,1
2026-09-04 19:15,16,4,36,9,70,45,25,12,23,8,52.8,37.1,3,2,51,35,0.6429,0.6033,75.8,1
2026-09-04 19:30,23,7,49,10,70,48,22,12,23,7,63.3,37.8,3,0,63,36,0.6857,0.5067,84.2,1
2026-09-04 19:45,15,6,56,8,70,49,21,11,22,10,73.7,38.1,2,1,70,36,0.7,0.4783,85.4,1
2026-09-04 20:00,15,6,63,8,70,52,18,12,23,8,83.9,39.0,3,0,69,35,0.7429,0.4333,88.6,1
2026-09-04 20:15,13,4,68,8,70,52,18,12,23,8,97.0,39.3,2,2,66,34,0.7429,0.4083,89.0,1
2026-09-04 20:30,11,3,71,8,70,54,16,13,21,9,109.9,39.6,3,1,54,32,0.7714,0.3933,90.9,1
2026-09-04 20:45,19,3,82,8,70,56,14,12,23,8,120.0,39.7,3,1,58,32,0.8,0.3183,92.9,1
2026-09-04 21:00,6,1,80,8,70,58,12,12,24,7,120.0,40.4,3,1,49,32,0.8286,0.3167,94.6,1
2026-09-04 21:15,12,1,84,8,70,58,12,12,23,9,120.0,41.0,2,2,48,32,0.8286,0.315,94.6,1
2026-09-04 21:30,5,0,82,7,70,56,14,11,22,8,120.0,42.1,1,3,42,31,0.8,0.28,89.0,1
2026-09-04 21:45,5,0,79,8,70,55,15,14,24,8,120.0,41.9,2,3,28,31,0.7857,0.4,74.4,1
2026-09-04 22:00,5,0,75,9,70,55,15,12,22,9,120.0,41.9,2,2,27,32,0.7857,0.36,74.5,1
2026-09-04 22:15,2,0,70,7,70,54,16,12,23,8,120.0,42.2,1,2,17,31,0.7714,0.3883,71.0,1
2026-09-04 22:30,4,0,66,8,70,54,16,12,22,8,120.0,41.3,2,2,16,32,0.7714,0.3933,70.9,1
2026-09-04 22:45,7,1,66,7,70,54,16,12,24,8,120.0,41.6,2,2,18,31,0.7714,0.4233,70.4,1
2026-09-04 23:00,2,0,63,5,70,56,14,8,17,6,120.0,42.5,2,0,15,27,0.8,0.25,72.9,1
2026-09-04 23:15,2,0,58,7,70,55,15,8,17,6,120.0,43.2,1,2,15,27,0.7857,0.25,72.1,1
2026-09-04 23:30,5,0,58,5,70,56,14,7,17,7,120.0,43.2,2,1,16,24,0.8,0.25,72.9,1
2026-09-04 23:45,4,0,57,5,70,55,15,7,16,6,120.0,43.9,1,2,13,22,0.7857,0.25,72.1,1
2026-09-05 00:00,1,0,54,4,70,56,14,9,16,5,120.0,42.7,2,1,12,21,0.8,0.25,72.9,1
2026-09-05 00:15,3,0,52,5,70,54,16,7,17,6,120.0,43.1,1,3,13,19,0.7714,0.25,71.2,1
2026-09-05 00:30,0,0,46,6,70,53,17,8,17,6,120.0,43.1,1,2,8,20,0.7571,0.2967,70.4,1
2026-09-05 00:45,1,0,42,5,70,53,17,8,17,6,120.0,43.5,2,2,5,20,0.7571,0.3167,70.4,1
2026-09-05 01:00,1,0,37,6,70,53,17,8,16,6,120.0,43.4,1,1,5,22,0.7571,0.3267,70.4,1
2026-09-05 01:15,1,0,32,6,70,52,18,8,17,6,120.0,42.3,0,1,3,23,0.7429,0.3717,69.5,1
2026-09-05 01:30,5,1,33,4,70,51,19,7,17,6,120.0,42.2,1,2,8,21,0.7286,0.3483,68.7,1
2026-09-05 01:45,2,0,27,8,70,52,18,8,15,7,118.2,42.6,2,1,9,24,0.7429,0.3833,68.4,0
2026-09-05 02:00,2,0,24,5,70,51,19,7,16,7,108.9,41.4,1,2,10,23,0.7286,0.395,64.5,0
2026-09-05 02:15,3,0,22,5,70,51,19,9,16,5,100.6,41.4,1,1,12,22,0.7286,0.4183,62.2,0
2026-09-05 02:30,5,1,21,6,70,51,19,8,15,6,92.1,41.5,2,2,12,24,0.7286,0.4017,61.5,0
2026-09-05 02:45,1,0,17,5,70,52,18,8,16,6,86.2,41.3,2,1,11,21,0.7429,0.4317,58.1,0
2026-09-05 03:00,1,0,13,5,70,52,18,8,15,6,79.4,41.0,1,1,10,21,0.7429,0.4367,54.2,0
2026-09-05 03:15,6,1,13,6,70,52,18,8,16,6,72.8,42.3,1,1,13,22,0.7429,0.4517,53.9,0
2026-09-05 03:30,3,0,11,5,70,51,19,8,15,6,67.1,42.1,0,1,11,21,0.7286,0.4517,51.2,0
2026-09-05 03:45,0,0,6,5,70,51,19,8,16,6,59.2,41.9,1,1,10,21,0.7286,0.4917,44.5,0
2026-09-05 04:00,2,0,2,6,70,51,19,8,17,6,50.2,41.9,1,1,11,22,0.7286,0.5267,36.8,0
2026-09-05 04:15,1,0,0,3,70,51,19,9,16,7,42.8,41.8,1,1,6,19,0.7286,0.5617,32.7,0
2026-09-05 04:30,2,0,0,2,70,50,20,10,16,6,35.8,41.5,0,1,5,16,0.7143,0.5733,28.4,0
2026-09-05 04:45,0,0,0,0,70,48,22,7,16,8,31.4,41.1,0,2,5,11,0.6857,0.5367,25.1,0
2026-09-05 05:00,1,0,0,1,70,46,24,7,15,6,27.9,39.9,0,2,4,6,0.6571,0.4883,22.4,0
2026-09-05 05:15,2,0,0,2,70,46,24,8,17,6,25.9,39.5,1,1,5,5,0.6571,0.5417,22.3,0
2026-09-05 05:30,3,0,0,3,70,46,24,7,15,6,24.9,39.5,0,0,6,6,0.6571,0.4883,22.6,0
2026-09-05 05:45,2,0,0,2,70,46,24,9,19,5,23.0,39.6,0,0,8,8,0.6571,0.5783,20.3,0
2026-09-05 06:00,2,0,0,2,70,45,25,8,17,6,21.8,38.3,0,1,9,9,0.6429,0.5417,19.5,0
2026-09-05 06:15,4,1,0,4,70,44,26,9,17,6,20.0,39.0,1,2,11,11,0.6286,0.565,17.4,0
2026-09-05 06:30,5,1,1,4,70,44,26,8,17,6,20.2,38.7,1,1,13,12,0.6286,0.5417,18.6,0
2026-09-05 06:45,2,0,0,3,70,44,26,8,15,6,20.6,39.0,0,0,13,13,0.6286,0.5117,18.5,0
2026-09-05 07:00,3,0,0,3,70,44,26,13,28,10,18.9,37.7,1,1,14,14,0.6286,0.89,12.2,0
2026-09-05 07:15,2,0,0,2,70,44,26,15,27,11,16.9,37.5,0,0,12,12,0.6286,0.9383,10.8,0
2026-09-05 07:30,6,1,0,6,70,44,26,14,28,11,15.7,36.3,1,1,13,14,0.6286,0.93,9.6,0
2026-09-05 07:45,4,1,0,4,70,45,25,15,28,11,14.8,37.0,1,0,15,15,0.6429,0.9533,11.2,0
2026-09-05 08:00,6,1,0,6,70,46,24,13,27,10,14.5,36.5,2,1,18,18,0.6571,0.875,12.7,0
2026-09-05 08:15,3,0,0,3,70,46,24,14,28,9,13.4,36.1,1,1,19,19,0.6571,0.8967,12.6,0
2026-09-05 08:30,5,1,0,5,70,45,25,14,27,11,13.1,35.6,1,2,18,18,0.6429,0.915,11.3,0
2026-09-05 08:45,3,0,0,3,70,45,25,15,26,11,13.4,35.9,1,1,17,17,0.6429,0.9233,11.2,0
2026-09-05 09:00,5,1,0,5,70,45,25,15,27,10,13.1,35.9,1,1,16,16,0.6429,0.9217,11.2,0
2026-09-05 09:15,4,1,0,4,70,44,26,12,25,11,13.4,36.4,0,1,17,17,0.6286,0.8383,11.5,0
2026-09-05 09:30,5,1,0,5,70,45,25,15,24,11,14.2,35.7,2,1,17,17,0.6429,0.8933,11.6,0
2026-09-05 09:45,4,1,0,4,70,46,24,13,24,10,14.2,35.9,1,0,18,18,0.6571,0.83,13.3,0
2026-09-05 10:00,6,1,0,6,70,44,26,14,27,11,13.8,36.6,1,3,19,19,0.6286,0.915,10.7,0
2026-09-05 10:15,7,1,0,7,70,45,25,14,26,10,14.2,36.6,2,1,22,22,0.6429,0.8833,12.8,0
2026-09-05 10:30,2,0,0,2,70,43,27,14,28,11,13.0,36.9,0,2,19,19,0.6143,0.93,9.8,0
2026-09-05 10:45,4,0,0,4,70,42,28,14,27,8,12.1,37.7,1,2,19,19,0.6,0.865,9.7,0
2026-09-05 11:00,6,1,0,6,70,40,30,14,25,10,12.3,38.1,0,2,19,19,0.5714,0.8683,8.0,0
2026-09-05 11:15,4,0,0,4,70,38,32,15,26,11,12.3,37.6,1,3,16,16,0.5429,0.9233,5.3,0
2026-09-05 11:30,9,1,0,9,70,37,33,14,28,12,12.8,36.4,2,3,23,23,0.5286,0.9467,5.8,0
2026-09-05 11:45,8,1,0,8,70,38,32,14,26,9,12.0,36.2,2,1,27,27,0.5429,0.8667,8.5,0
2026-09-05 12:00,5,0,0,5,70,36,34,13,26,12,12.7,34.9,1,3,26,26,0.5143,0.8933,6.2,0
2026-09-05 12:15,5,0,0,5,70,34,36,14,26,10,13.1,35.5,1,3,27,27,0.4857,0.8833,4.9,0
2026-09-05 12:30,7,1,0,7,70,35,35,14,27,10,13.9,35.7,2,1,25,25,0.5,0.8983,5.0,0
2026-09-05 12:45,4,0,0,4,70,34,36,15,26,12,12.9,35.4,1,2,21,21,0.4857,0.94,2.7,0
2026-09-05 13:00,5,0,0,5,70,33,37,14,28,11,12.2,34.2,1,2,21,21,0.4714,0.93,2.4,0
2026-09-05 13:15,9,1,0,9,70,33,37,14,27,9,12.0,34.1,3,3,25,25,0.4714,0.8817,4.0,0
2026-09-05 13:30,4,0,0,4,70,31,39,13,27,11,12.6,33.9,0,2,22,22,0.4429,0.8917,3.1,0
2026-09-05 13:45,8,1,0,8,70,31,39,15,26,10,12.4,32.6,2,2,26,26,0.4429,0.9067,3.9,0
